date,sku_id,units_sold,revenue,unit_price,promo_flag,week,month,season,is_holiday,promo_event,year,day,day_of_week,quarter,lag_1,rolling_7,predicted_demand,on_hand_units,on_order_units,lead_time_days,reorder_point,risk_status,recommendation
2025-09-08,SKU-BED-027,5,19999.0,3999.8,0,37,9,Autumn,0,0,2025,8,0,3,6.0,6.571428571428571,5.803999999999999,520,0,14,130,Overstock,Reduce Purchase
2025-09-15,SKU-BED-027,6,23998.8,3999.8,0,38,9,Autumn,0,0,2025,15,0,3,10.0,7.285714285714286,6.185,234,0,21,195,Overstock,Reduce Purchase
2025-09-22,SKU-BED-027,3,11999.4,3999.8,0,39,9,Autumn,0,0,2025,22,0,3,12.0,7.571428571428571,4.661,91,104,14,130,Overstock,Reduce Purchase
2025-09-29,SKU-BED-027,5,19999.0,3999.8,0,40,9,Autumn,0,0,2025,29,0,3,7.0,6.285714285714286,4.472333333333333,91,104,14,130,Overstock,Reduce Purchase
2025-10-06,SKU-BED-027,8,31998.4,3999.8,0,41,10,Autumn,0,0,2025,6,0,4,2.0,5.857142857142857,6.97,520,0,14,130,Overstock,Reduce Purchase
2025-10-13,SKU-BED-027,9,35998.2,3999.8,0,42,10,Autumn,0,0,2025,13,0,4,6.0,8.571428571428571,8.32,312,0,28,260,Overstock,Reduce Purchase
2025-10-20,SKU-BED-027,16,60796.96,3799.81,1,43,10,Autumn,1,Diwali Festive Week,2025,20,0,4,22.0,12.857142857142858,15.23,312,0,28,260,Overstock,Reduce Purchase
2025-10-27,SKU-BED-027,8,31998.4,3999.8,0,44,10,Autumn,0,0,2025,27,0,4,8.0,7.142857142857143,7.545833333333333,162,0,7,65,Overstock,Reduce Purchase
2025-11-03,SKU-BED-027,5,19999.0,3999.8,0,45,11,Autumn,0,0,2025,3,0,4,10.0,7.0,5.63,182,208,28,260,Overstock,Reduce Purchase
2025-11-10,SKU-BED-027,2,7999.6,3999.8,0,46,11,Autumn,0,0,2025,10,0,4,13.0,6.857142857142857,3.46,487,0,21,195,Overstock,Reduce Purchase
2025-11-17,SKU-BED-027,7,27998.6,3999.8,0,47,11,Autumn,0,0,2025,17,0,4,10.0,6.0,6.15,325,0,14,130,Overstock,Reduce Purchase
2025-11-24,SKU-BED-027,11,43997.8,3999.8,0,48,11,Autumn,0,0,2025,24,0,4,10.0,8.142857142857142,10.126,1040,0,28,260,Overstock,Reduce Purchase
2025-12-01,SKU-BED-027,7,27998.6,3999.8,0,49,12,Winter,0,0,2025,1,0,4,10.0,8.0,6.26,780,0,21,195,Overstock,Reduce Purchase
2025-12-08,SKU-BED-027,7,27998.6,3999.8,0,50,12,Winter,0,0,2025,8,0,4,12.0,8.857142857142858,6.526333333333332,1040,0,28,260,Overstock,Reduce Purchase
2025-12-15,SKU-BED-027,6,23998.8,3999.8,0,51,12,Winter,0,0,2025,15,0,4,4.0,5.0,6.1,325,0,14,130,Overstock,Reduce Purchase
2025-12-22,SKU-BED-027,8,31998.4,3999.8,0,52,12,Winter,0,0,2025,22,0,4,10.0,7.142857142857143,7.82,78,0,7,65,Overstock,Reduce Purchase
2025-12-29,SKU-BED-027,5,19999.0,3999.8,0,1,12,Winter,0,0,2025,29,0,4,4.0,5.428571428571429,5.25,312,0,28,260,Overstock,Reduce Purchase
2024-01-01,SKU-BED-028,12,109312.44,9109.37,0,1,1,Winter,0,0,2024,1,0,1,0.0,0.0,13.112168112754995,373,427,28,534,Overstock,Reduce Purchase
2024-01-08,SKU-BED-028,12,109312.44,9109.37,0,2,1,Winter,0,0,2024,8,0,1,14.0,11.714285714285714,11.69,640,0,28,534,Overstock,Reduce Purchase
2024-01-15,SKU-BED-028,15,136640.55,9109.37,0,3,1,Winter,0,0,2024,15,0,1,14.0,12.714285714285714,12.525333333333332,532,0,7,133,Overstock,Reduce Purchase
2024-01-22,SKU-BED-028,13,118421.81,9109.37,0,4,1,Winter,0,0,2024,22,0,1,12.0,14.285714285714286,13.3,480,0,21,400,Overstock,Reduce Purchase
2024-01-29,SKU-BED-028,14,127531.18,9109.37,0,5,1,Winter,0,0,2024,29,0,1,15.0,15.142857142857142,14.076666666666668,186,213,14,267,Overstock,Reduce Purchase
2024-02-05,SKU-BED-028,12,109312.44,9109.37,0,6,2,Winter,0,0,2024,5,0,1,16.0,12.571428571428571,9.4,39,106,7,133,Overstock,Reduce Purchase
2024-02-12,SKU-BED-028,13,118421.81,9109.37,0,7,2,Winter,0,0,2024,12,0,1,14.0,13.142857142857142,12.92,532,0,7,133,Overstock,Reduce Purchase
2024-02-19,SKU-BED-028,11,100203.07,9109.37,0,8,2,Winter,0,0,2024,19,0,1,20.0,15.428571428571429,12.21,159,0,7,133,Overstock,Reduce Purchase
2024-02-26,SKU-BED-028,10,91093.7,9109.37,0,9,2,Winter,0,0,2024,26,0,1,17.0,15.285714285714286,12.02,159,0,7,133,Overstock,Reduce Purchase
2024-03-04,SKU-BED-028,15,136640.55,9109.37,0,10,3,Spring,0,0,2024,4,0,1,15.0,13.857142857142858,14.26,320,0,14,267,Overstock,Reduce Purchase
2024-03-11,SKU-BED-028,15,129808.5,8653.9,1,11,3,Spring,0,0,2024,11,0,1,17.0,16.857142857142858,16.18,2136,0,28,534,Overstock,Reduce Purchase
2024-03-18,SKU-BED-028,6,54656.22,9109.37,0,12,3,Spring,0,0,2024,18,0,1,15.0,14.0,8.365,2136,0,28,534,Overstock,Reduce Purchase
2024-03-25,SKU-BED-028,12,109312.44,9109.37,0,13,3,Spring,1,0,2024,25,0,1,20.0,13.428571428571429,12.085,1068,0,14,267,Overstock,Reduce Purchase
2024-04-01,SKU-BED-028,12,109312.44,9109.37,0,14,4,Spring,0,0,2024,1,0,2,15.0,13.571428571428571,12.725,160,427,28,534,Overstock,Reduce Purchase
2024-04-08,SKU-BED-028,17,154859.29,9109.37,0,15,4,Spring,0,0,2024,8,0,2,14.0,12.142857142857142,11.293333333333335,480,0,21,400,Overstock,Reduce Purchase
2024-04-15,SKU-BED-028,9,81984.33,9109.37,0,16,4,Spring,0,0,2024,15,0,2,15.0,13.0,11.22,1000,0,21,400,Overstock,Reduce Purchase
2024-04-22,SKU-BED-028,9,81984.33,9109.37,0,17,4,Spring,0,0,2024,22,0,2,14.0,13.571428571428571,13.165,373,427,28,534,Overstock,Reduce Purchase
2024-04-29,SKU-BED-028,9,81984.33,9109.37,0,18,4,Spring,0,0,2024,29,0,2,8.0,12.142857142857142,9.93,159,0,7,133,Overstock,Reduce Purchase
2024-05-06,SKU-BED-028,9,81984.33,9109.37,0,19,5,Spring,0,0,2024,6,0,2,17.0,14.0,13.551666666666666,332,0,7,133,Overstock,Reduce Purchase
2024-05-13,SKU-BED-028,12,109312.44,9109.37,0,20,5,Spring,0,0,2024,13,0,2,21.0,13.428571428571429,11.615,39,106,7,133,Overstock,Reduce Purchase
2024-05-20,SKU-BED-028,9,81984.33,9109.37,0,21,5,Spring,0,0,2024,20,0,2,19.0,13.142857142857142,10.43,532,0,7,133,Overstock,Reduce Purchase
2024-05-27,SKU-BED-028,12,109312.44,9109.37,0,22,5,Spring,0,0,2024,27,0,2,14.0,13.142857142857142,12.09,480,0,21,400,Overstock,Reduce Purchase
2024-06-03,SKU-BED-028,14,127531.18,9109.37,0,23,6,Summer,0,0,2024,3,0,2,20.0,17.285714285714285,15.583333333333332,1600,0,21,400,Overstock,Reduce Purchase
2024-06-10,SKU-BED-028,12,109312.44,9109.37,0,24,6,Summer,0,0,2024,10,0,2,26.0,16.571428571428573,12.68,320,0,14,267,Overstock,Reduce Purchase
2024-06-17,SKU-BED-028,7,63765.59,9109.37,0,25,6,Summer,0,0,2024,17,0,2,15.0,12.428571428571429,8.241666666666667,373,427,28,534,Overstock,Reduce Purchase
2024-06-24,SKU-BED-028,20,182187.4,9109.37,0,26,6,Summer,0,0,2024,24,0,2,19.0,14.428571428571429,17.096333333333334,160,427,28,534,Overstock,Reduce Purchase
2024-07-01,SKU-BED-028,21,191296.77,9109.37,0,27,7,Summer,0,0,2024,1,0,3,20.0,15.714285714285714,13.966666666666667,640,0,28,534,Overstock,Reduce Purchase
2024-07-08,SKU-BED-028,5,45546.85,9109.37,0,28,7,Summer,0,0,2024,8,0,3,21.0,14.428571428571429,7.68,532,0,7,133,Overstock,Reduce Purchase
2024-07-15,SKU-BED-028,10,91093.7,9109.37,0,29,7,Summer,0,0,2024,15,0,3,25.0,13.142857142857142,9.87,480,0,21,400,Overstock,Reduce Purchase
2024-07-22,SKU-BED-028,13,118421.81,9109.37,0,30,7,Summer,0,0,2024,22,0,3,13.0,12.714285714285714,12.46,159,0,7,133,Overstock,Reduce Purchase
2024-07-29,SKU-BED-028,12,109312.44,9109.37,0,31,7,Summer,0,0,2024,29,0,3,17.0,13.142857142857142,11.65,186,213,14,267,Overstock,Reduce Purchase
2024-08-05,SKU-BED-028,12,109312.44,9109.37,0,32,8,Summer,0,0,2024,5,0,3,18.0,14.714285714285714,12.445,320,0,14,267,Overstock,Reduce Purchase
2024-08-12,SKU-BED-028,32,262349.76,8198.43,1,33,8,Summer,0,Independence Sale,2024,12,0,3,25.0,19.142857142857142,32.46,2136,0,28,534,Overstock,Reduce Purchase
2024-08-19,SKU-BED-028,15,109312.5,7287.5,1,34,8,Summer,0,0,2024,19,0,3,19.0,21.571428571428573,15.13,480,0,21,400,Overstock,Reduce Purchase
2024-08-26,SKU-BED-028,21,191296.77,9109.37,0,35,8,Summer,0,0,2024,26,0,3,14.0,16.428571428571427,18.0475,1000,0,21,400,Overstock,Reduce Purchase
2024-09-02,SKU-BED-028,11,100203.07,9109.37,0,36,9,Autumn,0,0,2024,2,0,3,16.0,14.0,10.542,93,106,7,133,Overstock,Reduce Purchase
2024-09-09,SKU-BED-028,15,136640.55,9109.37,0,37,9,Autumn,0,0,2024,9,0,3,21.0,16.428571428571427,14.291333333333332,1600,0,21,400,Overstock,Reduce Purchase
2024-09-16,SKU-BED-028,6,54656.22,9109.37,0,38,9,Autumn,0,0,2024,16,0,3,13.0,13.857142857142858,9.51,160,427,28,534,Overstock,Reduce Purchase
2024-09-23,SKU-BED-028,11,100203.07,9109.37,0,39,9,Autumn,0,0,2024,23,0,3,14.0,14.142857142857142,12.708333333333332,160,427,28,534,Overstock,Reduce Purchase
2024-09-30,SKU-BED-028,13,118421.81,9109.37,0,40,9,Autumn,0,0,2024,30,0,3,19.0,14.142857142857142,13.648666666666665,80,213,14,267,Overstock,Reduce Purchase
2024-10-07,SKU-BED-028,9,81984.33,9109.37,0,41,10,Autumn,0,0,2024,7,0,4,18.0,12.142857142857142,9.15,159,0,7,133,Overstock,Reduce Purchase
2024-10-14,SKU-BED-028,13,118421.81,9109.37,0,42,10,Autumn,0,0,2024,14,0,4,23.0,14.857142857142858,12.9,1600,0,21,400,Overstock,Reduce Purchase
2024-10-21,SKU-BED-028,14,127531.18,9109.37,0,43,10,Autumn,0,0,2024,21,0,4,15.0,14.714285714285714,12.5425,1000,0,21,400,Overstock,Reduce Purchase
2024-10-28,SKU-BED-028,28,204050.0,7287.5,1,44,10,Autumn,0,Diwali Festive Week,2024,28,0,4,41.0,24.571428571428573,27.59,332,0,7,133,Overstock,Reduce Purchase
2024-11-04,SKU-BED-028,11,100203.07,9109.37,0,45,11,Autumn,0,0,2024,4,0,4,16.0,15.0,12.766666666666667,1600,0,21,400,Overstock,Reduce Purchase
2024-11-11,SKU-BED-028,7,63765.59,9109.37,0,46,11,Autumn,0,0,2024,11,0,4,16.0,14.142857142857142,8.5975,2136,0,28,534,Overstock,Reduce Purchase
2024-11-18,SKU-BED-028,11,95192.9,8653.9,1,47,11,Autumn,0,0,2024,18,0,4,17.0,15.428571428571429,11.95,186,213,14,267,Overstock,Reduce Purchase
2024-11-25,SKU-BED-028,9,81984.33,9109.37,0,48,11,Autumn,0,0,2024,25,0,4,15.0,13.0,12.025,640,0,28,534,Overstock,Reduce Purchase
2024-12-02,SKU-BED-028,11,100203.07,9109.37,0,49,12,Winter,0,0,2024,2,0,4,19.0,17.285714285714285,12.826666666666664,480,0,21,400,Overstock,Reduce Purchase
2024-12-09,SKU-BED-028,12,109312.44,9109.37,0,50,12,Winter,0,0,2024,9,0,4,19.0,14.571428571428571,11.95,2136,0,28,534,Overstock,Reduce Purchase
2024-12-16,SKU-BED-028,21,191296.77,9109.37,0,51,12,Winter,0,0,2024,16,0,4,20.0,12.857142857142858,16.61,640,0,28,534,Overstock,Reduce Purchase
2024-12-23,SKU-BED-028,20,182187.4,9109.37,0,52,12,Winter,0,0,2024,23,0,4,12.0,13.142857142857142,11.06,1600,0,21,400,Overstock,Reduce Purchase
2024-12-30,SKU-BED-028,20,182187.4,9109.37,0,1,12,Winter,0,0,2024,30,0,4,16.0,12.857142857142858,16.91,1335,0,28,534,Overstock,Reduce Purchase
2025-01-06,SKU-BED-028,16,145749.92,9109.37,0,2,1,Winter,0,0,2025,6,0,1,22.0,13.571428571428571,14.173333333333332,480,0,21,400,Overstock,Reduce Purchase
2025-01-13,SKU-BED-028,13,118421.81,9109.37,0,3,1,Winter,0,0,2025,13,0,1,12.0,12.857142857142858,12.643333333333333,120,320,21,400,Overstock,Reduce Purchase
2025-01-20,SKU-BED-028,16,145749.92,9109.37,0,4,1,Winter,0,0,2025,20,0,1,18.0,14.142857142857142,15.995333333333331,159,0,7,133,Overstock,Reduce Purchase
2025-01-27,SKU-BED-028,14,127531.18,9109.37,0,5,1,Winter,0,0,2025,27,0,1,12.0,12.285714285714286,11.49,1600,0,21,400,Overstock,Reduce Purchase
2025-02-03,SKU-BED-028,15,136640.55,9109.37,0,6,2,Winter,0,0,2025,3,0,1,16.0,13.0,9.14,160,427,28,534,Overstock,Reduce Purchase
2025-02-10,SKU-BED-028,10,91093.7,9109.37,0,7,2,Winter,0,0,2025,10,0,1,14.0,14.0,11.1425,159,0,7,133,Overstock,Reduce Purchase
2025-02-17,SKU-BED-028,14,127531.18,9109.37,0,8,2,Winter,0,0,2025,17,0,1,12.0,12.0,13.21,39,106,7,133,Overstock,Reduce Purchase
2025-02-24,SKU-BED-028,7,63765.59,9109.37,0,9,2,Winter,0,0,2025,24,0,1,11.0,13.142857142857142,8.87,80,213,14,267,Overstock,Reduce Purchase
2025-03-03,SKU-BED-028,11,80162.5,7287.5,1,10,3,Spring,0,0,2025,3,0,1,14.0,13.142857142857142,11.57,160,427,28,534,Overstock,Reduce Purchase
2025-03-10,SKU-BED-028,16,145749.92,9109.37,0,11,3,Spring,0,0,2025,10,0,1,9.0,12.285714285714286,14.47,667,0,14,267,Overstock,Reduce Purchase
2025-03-17,SKU-BED-028,17,154859.29,9109.37,0,12,3,Spring,0,0,2025,17,0,1,12.0,15.857142857142858,16.47,1000,0,21,400,Overstock,Reduce Purchase
2025-03-24,SKU-BED-028,15,136640.55,9109.37,0,13,3,Spring,0,0,2025,24,0,1,14.0,13.285714285714286,13.5225,480,0,21,400,Overstock,Reduce Purchase
2025-03-31,SKU-BED-028,17,154859.29,9109.37,0,14,3,Spring,0,0,2025,31,0,1,16.0,16.285714285714285,16.14,160,427,28,534,Overstock,Reduce Purchase
2025-04-07,SKU-BED-028,8,72874.96,9109.37,0,15,4,Spring,0,0,2025,7,0,2,12.0,16.0,10.97,39,106,7,133,Overstock,Reduce Purchase
2025-04-14,SKU-BED-028,7,63765.59,9109.37,0,16,4,Spring,0,0,2025,14,0,2,20.0,13.285714285714286,13.9915,1068,0,14,267,Overstock,Reduce Purchase
2025-04-21,SKU-BED-028,7,63765.59,9109.37,0,17,4,Spring,0,0,2025,21,0,2,19.0,14.714285714285714,10.15,160,427,28,534,Overstock,Reduce Purchase
2025-04-28,SKU-BED-028,15,136640.55,9109.37,0,18,4,Spring,0,0,2025,28,0,2,14.0,14.0,14.21,332,0,7,133,Overstock,Reduce Purchase
2025-05-05,SKU-BED-028,12,109312.44,9109.37,0,19,5,Spring,0,0,2025,5,0,2,24.0,15.714285714285714,12.88,39,106,7,133,Overstock,Reduce Purchase
2025-05-12,SKU-BED-028,8,72874.96,9109.37,0,20,5,Spring,0,0,2025,12,0,2,17.0,13.428571428571429,9.43,640,0,28,534,Overstock,Reduce Purchase
2025-05-19,SKU-BED-028,9,81984.33,9109.37,0,21,5,Spring,0,0,2025,19,0,2,23.0,12.285714285714286,9.86,1335,0,28,534,Overstock,Reduce Purchase
2025-05-26,SKU-BED-028,14,127531.18,9109.37,0,22,5,Spring,0,0,2025,26,0,2,13.0,16.0,15.3725,532,0,7,133,Overstock,Reduce Purchase
2025-06-02,SKU-BED-028,8,72874.96,9109.37,0,23,6,Summer,0,0,2025,2,0,2,16.0,12.714285714285714,9.06,93,106,7,133,Overstock,Reduce Purchase
2025-06-09,SKU-BED-028,10,72875.0,7287.5,1,24,6,Summer,0,0,2025,9,0,2,7.0,9.428571428571429,9.525,93,106,7,133,Overstock,Reduce Purchase
2025-06-16,SKU-BED-028,13,118421.81,9109.37,0,25,6,Summer,0,0,2025,16,0,2,24.0,14.0,13.57,186,213,14,267,Overstock,Reduce Purchase
2025-06-23,SKU-BED-028,9,81984.33,9109.37,0,26,6,Summer,0,0,2025,23,0,2,15.0,12.714285714285714,9.873333333333333,160,427,28,534,Overstock,Reduce Purchase
2025-06-30,SKU-BED-028,12,109312.44,9109.37,0,27,6,Summer,0,0,2025,30,0,2,16.0,15.714285714285714,11.873666666666663,280,320,21,400,Overstock,Reduce Purchase
2025-07-07,SKU-BED-028,13,118421.81,9109.37,0,28,7,Summer,0,0,2025,7,0,3,14.0,12.857142857142858,13.06,2136,0,28,534,Overstock,Reduce Purchase
2025-07-14,SKU-BED-028,15,136640.55,9109.37,0,29,7,Summer,0,0,2025,14,0,3,17.0,14.428571428571429,15.591666666666667,1068,0,14,267,Overstock,Reduce Purchase
2025-07-21,SKU-BED-028,15,136640.55,9109.37,0,30,7,Summer,0,0,2025,21,0,3,19.0,15.571428571428571,15.130293650793655,93,106,7,133,Overstock,Reduce Purchase
2025-07-28,SKU-BED-028,12,109312.44,9109.37,0,31,7,Summer,0,0,2025,28,0,3,11.0,12.714285714285714,12.93,1600,0,21,400,Overstock,Reduce Purchase
2025-08-04,SKU-BED-028,17,154859.29,9109.37,0,32,8,Summer,0,0,2025,4,0,3,16.0,12.857142857142858,10.657333333333334,2136,0,28,534,Overstock,Reduce Purchase
2025-08-11,SKU-BED-028,22,200406.14,9109.37,0,33,8,Summer,0,0,2025,11,0,3,16.0,16.285714285714285,19.555999999999997,120,320,21,400,Overstock,Reduce Purchase
2025-08-18,SKU-BED-028,9,81984.33,9109.37,0,34,8,Summer,0,0,2025,18,0,3,16.0,20.714285714285715,13.313333333333333,640,0,28,534,Overstock,Reduce Purchase
2025-08-25,SKU-BED-028,11,100203.07,9109.37,0,35,8,Summer,0,0,2025,25,0,3,13.0,10.857142857142858,10.469499999999998,160,427,28,534,Overstock,Reduce Purchase
2025-09-01,SKU-BED-028,12,109312.44,9109.37,0,36,9,Autumn,0,0,2025,1,0,3,13.0,16.142857142857142,16.915,120,320,21,400,Overstock,Reduce Purchase
2025-09-08,SKU-BED-028,18,155770.2,8653.9,1,37,9,Autumn,0,0,2025,8,0,3,15.0,15.142857142857142,16.93,640,0,28,534,Overstock,Reduce Purchase
2025-09-15,SKU-BED-028,12,109312.44,9109.37,0,38,9,Autumn,0,0,2025,15,0,3,16.0,14.428571428571429,12.35,1600,0,21,400,Overstock,Reduce Purchase
2025-09-22,SKU-BED-028,5,45546.85,9109.37,0,39,9,Autumn,0,0,2025,22,0,3,12.0,12.428571428571429,7.25,93,106,7,133,Overstock,Reduce Purchase
2025-09-29,SKU-BED-028,11,100203.07,9109.37,0,40,9,Autumn,0,0,2025,29,0,3,19.0,13.857142857142858,11.86,480,0,21,400,Overstock,Reduce Purchase
2025-10-06,SKU-BED-028,9,81984.33,9109.37,0,41,10,Autumn,0,0,2025,6,0,4,16.0,13.285714285714286,9.87,1068,0,14,267,Overstock,Reduce Purchase
2025-10-13,SKU-BED-028,20,182187.4,9109.37,0,42,10,Autumn,0,0,2025,13,0,4,23.0,17.428571428571427,18.456666666666663,332,0,7,133,Overstock,Reduce Purchase
2025-10-20,SKU-BED-028,36,262350.0,7287.5,1,43,10,Autumn,1,Diwali Festive Week,2025,20,0,4,35.0,24.285714285714285,25.07566666666667,280,320,21,400,Overstock,Reduce Purchase
2025-10-27,SKU-BED-028,12,109312.44,9109.37,0,44,10,Autumn,0,0,2025,27,0,4,17.0,13.0,11.85,667,0,14,267,Overstock,Reduce Purchase
2025-11-03,SKU-BED-028,14,127531.18,9109.37,0,45,11,Autumn,0,0,2025,3,0,4,27.0,16.142857142857142,13.39,1335,0,28,534,Overstock,Reduce Purchase
2025-11-10,SKU-BED-028,13,118421.81,9109.37,0,46,11,Autumn,0,0,2025,10,0,4,15.0,11.571428571428571,12.34,1068,0,14,267,Overstock,Reduce Purchase
2025-11-17,SKU-BED-028,13,118421.81,9109.37,0,47,11,Autumn,0,0,2025,17,0,4,10.0,12.714285714285714,10.98,667,0,14,267,Overstock,Reduce Purchase
2025-11-24,SKU-BED-028,11,100203.07,9109.37,0,48,11,Autumn,0,0,2025,24,0,4,13.0,12.571428571428571,12.15,532,0,7,133,Overstock,Reduce Purchase
2025-12-01,SKU-BED-028,10,91093.7,9109.37,0,49,12,Winter,0,0,2025,1,0,4,14.0,13.0,10.18,120,320,21,400,Overstock,Reduce Purchase
2025-12-08,SKU-BED-028,17,154859.29,9109.37,0,50,12,Winter,0,0,2025,8,0,4,17.0,15.0,16.426666666666666,159,0,7,133,Overstock,Reduce Purchase
2025-12-15,SKU-BED-028,14,127531.18,9109.37,0,51,12,Winter,0,0,2025,15,0,4,15.0,15.571428571428571,14.033333333333333,120,320,21,400,Overstock,Reduce Purchase
2025-12-22,SKU-BED-028,12,109312.44,9109.37,0,52,12,Winter,0,0,2025,22,0,4,15.0,10.857142857142858,10.24,159,0,7,133,Overstock,Reduce Purchase
2025-12-29,SKU-BED-028,16,145749.92,9109.37,0,1,12,Winter,0,0,2025,29,0,4,11.0,13.571428571428571,15.214166666666667,160,427,28,534,Overstock,Reduce Purchase
2024-01-01,SKU-BED-029,8,53331.52,6666.44,0,1,1,Winter,0,0,2024,1,0,1,0.0,0.0,13.112168112754995,174,0,7,145,Overstock,Reduce Purchase
2024-01-08,SKU-BED-029,16,106663.04,6666.44,0,2,1,Winter,0,0,2024,8,0,1,14.0,14.571428571428571,12.85,130,348,21,436,Overstock,Reduce Purchase
2024-01-15,SKU-BED-029,20,133328.8,6666.44,0,3,1,Winter,0,0,2024,15,0,1,22.0,16.285714285714285,17.38666666666667,87,232,14,290,Overstock,Reduce Purchase
2024-01-22,SKU-BED-029,16,106663.04,6666.44,0,4,1,Winter,0,0,2024,22,0,1,21.0,15.571428571428571,16.095,43,116,7,145,Overstock,Reduce Purchase
2024-01-29,SKU-BED-029,14,93330.16,6666.44,0,5,1,Winter,0,0,2024,29,0,1,17.0,12.714285714285714,11.28,406,464,28,581,Overstock,Reduce Purchase
2024-02-05,SKU-BED-029,14,93330.16,6666.44,0,6,2,Winter,0,0,2024,5,0,1,23.0,15.142857142857142,13.553333333333335,1160,0,14,290,Overstock,Reduce Purchase
2024-02-12,SKU-BED-029,15,99996.6,6666.44,0,7,2,Winter,0,0,2024,12,0,1,19.0,15.285714285714286,14.193999999999996,203,232,14,290,Overstock,Reduce Purchase
2024-02-19,SKU-BED-029,12,79997.28,6666.44,0,8,2,Winter,0,0,2024,19,0,1,23.0,15.285714285714286,12.73,725,0,14,290,Overstock,Reduce Purchase
2024-02-26,SKU-BED-029,11,73330.84,6666.44,0,9,2,Winter,0,0,2024,26,0,1,16.0,12.0,12.503333333333336,305,348,21,436,Overstock,Reduce Purchase
2024-03-04,SKU-BED-029,20,133328.8,6666.44,0,10,3,Spring,0,0,2024,4,0,1,17.0,16.428571428571427,18.085,1744,0,21,436,Overstock,Reduce Purchase
2024-03-11,SKU-BED-029,13,86663.72,6666.44,0,11,3,Spring,0,0,2024,11,0,1,20.0,14.857142857142858,12.9,725,0,14,290,Overstock,Reduce Purchase
2024-03-18,SKU-BED-029,14,93330.16,6666.44,0,12,3,Spring,0,0,2024,18,0,1,16.0,15.428571428571429,14.02,697,0,28,581,Overstock,Reduce Purchase
2024-03-25,SKU-BED-029,15,99996.6,6666.44,0,13,3,Spring,1,0,2024,25,0,1,18.0,13.142857142857142,12.35,43,116,7,145,Overstock,Reduce Purchase
2024-04-01,SKU-BED-029,5,33332.2,6666.44,0,14,4,Spring,0,0,2024,1,0,2,29.0,12.571428571428571,7.28,43,116,7,145,Overstock,Reduce Purchase
2024-04-08,SKU-BED-029,16,106663.04,6666.44,0,15,4,Spring,0,0,2024,8,0,2,23.0,18.142857142857142,15.874666666666666,305,348,21,436,Overstock,Reduce Purchase
2024-04-15,SKU-BED-029,13,69330.95,5333.15,1,16,4,Spring,0,0,2024,15,0,2,18.0,13.428571428571429,11.0275,174,0,7,145,Overstock,Reduce Purchase
2024-04-22,SKU-BED-029,12,79997.28,6666.44,0,17,4,Spring,0,0,2024,22,0,2,15.0,16.428571428571427,13.13,1744,0,21,436,Overstock,Reduce Purchase
2024-04-29,SKU-BED-029,21,139995.24,6666.44,0,18,4,Spring,0,0,2024,29,0,2,11.0,16.0,17.88,305,348,21,436,Overstock,Reduce Purchase
2024-05-06,SKU-BED-029,11,73330.84,6666.44,0,19,5,Spring,0,0,2024,6,0,2,11.0,13.0,11.7225,130,348,21,436,Overstock,Reduce Purchase
2024-05-13,SKU-BED-029,16,106663.04,6666.44,0,20,5,Spring,0,0,2024,13,0,2,18.0,17.142857142857142,15.92,130,348,21,436,Overstock,Reduce Purchase
2024-05-20,SKU-BED-029,12,79997.28,6666.44,0,21,5,Spring,0,0,2024,20,0,2,17.0,13.142857142857142,11.62,1160,0,14,290,Overstock,Reduce Purchase
2024-05-27,SKU-BED-029,16,90663.52,5666.47,1,22,5,Spring,0,0,2024,27,0,2,18.0,14.857142857142858,14.61,725,0,14,290,Overstock,Reduce Purchase
2024-06-03,SKU-BED-029,15,99996.6,6666.44,0,23,6,Summer,0,0,2024,3,0,2,15.0,13.428571428571429,13.29,203,232,14,290,Overstock,Reduce Purchase
2024-06-10,SKU-BED-029,13,86663.72,6666.44,0,24,6,Summer,0,0,2024,10,0,2,14.0,14.142857142857142,12.173333333333336,174,464,28,581,Overstock,Reduce Purchase
2024-06-17,SKU-BED-029,13,82330.56,6333.12,1,25,6,Summer,0,0,2024,17,0,2,24.0,15.428571428571429,12.48,523,0,21,436,Overstock,Reduce Purchase
2024-06-24,SKU-BED-029,20,133328.8,6666.44,0,26,6,Summer,0,0,2024,24,0,2,25.0,18.571428571428573,18.91,362,0,7,145,Overstock,Reduce Purchase
2024-07-01,SKU-BED-029,20,133328.8,6666.44,0,27,7,Summer,0,0,2024,1,0,3,24.0,16.285714285714285,17.72,174,464,28,581,Overstock,Reduce Purchase
2024-07-08,SKU-BED-029,11,73330.84,6666.44,0,28,7,Summer,0,0,2024,8,0,3,22.0,14.428571428571429,10.41,1744,0,21,436,Overstock,Reduce Purchase
2024-07-15,SKU-BED-029,10,66664.4,6666.44,0,29,7,Summer,0,0,2024,15,0,3,13.0,13.428571428571429,10.395,203,232,14,290,Overstock,Reduce Purchase
2024-07-22,SKU-BED-029,16,106663.04,6666.44,0,30,7,Summer,0,0,2024,22,0,3,15.0,14.714285714285714,14.123333333333335,1744,0,21,436,Overstock,Reduce Purchase
2024-07-29,SKU-BED-029,11,73330.84,6666.44,0,31,7,Summer,0,0,2024,29,0,3,19.0,14.571428571428571,11.52,697,0,28,581,Overstock,Reduce Purchase
