date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-07-22,SKU-SMA-169,648,0,7,162
2024-07-22,SKU-SMA-170,120,321,14,402
2024-07-22,SKU-SMA-171,2612,0,21,653
2024-07-22,SKU-SMA-172,327,0,14,273
2024-07-22,SKU-SMA-173,98,112,7,141
2024-07-22,SKU-SMA-174,1368,0,21,342
2024-07-22,SKU-SMA-175,273,312,21,391
2024-07-22,SKU-SMA-176,303,347,28,434
2024-07-22,SKU-SMA-177,45,122,7,153
2024-07-22,SKU-SMA-178,544,0,7,136
2024-07-22,SKU-SMA-179,147,392,21,490
2024-07-22,SKU-SMA-180,296,339,14,424
2024-07-22,SKU-SMA-181,1488,0,14,372
2024-07-22,SKU-SMA-182,49,131,7,164
2024-07-22,SKU-SMA-183,46,53,7,67
2024-07-22,SKU-SMA-184,505,0,14,202
2024-07-22,SKU-SMA-185,211,564,28,705
2024-07-22,SKU-SMA-186,249,664,28,830
2024-07-22,SKU-SMA-187,193,516,28,646
2024-07-22,SKU-SMA-188,1060,0,28,265
2024-07-22,SKU-SMA-189,1912,0,28,765
2024-07-22,SKU-SMA-190,2007,0,28,803
2024-07-22,SKU-SMA-191,1916,0,21,479
2024-07-22,SKU-SMA-192,57,152,7,191
2024-07-22,SKU-SMA-193,332,0,21,277
2024-07-22,SKU-SMA-194,750,0,14,300
2024-07-22,SKU-SMA-195,548,0,7,137
2024-07-22,SKU-SMA-196,436,0,7,109
2024-07-22,SKU-SMA-197,2302,0,28,921
2024-07-22,SKU-SMA-198,489,0,21,408
2024-07-22,SKU-SMA-199,119,319,14,399
2024-07-22,SKU-SMA-200,1692,0,21,677
2024-07-29,SKU-BED-001,268,0,7,224
2024-07-29,SKU-BED-002,54,146,7,183
2024-07-29,SKU-BED-003,406,464,21,581
2024-07-29,SKU-BED-004,189,216,21,271
2024-07-29,SKU-BED-005,862,0,21,345
2024-07-29,SKU-BED-006,144,384,21,480
2024-07-29,SKU-BED-007,306,350,14,438
2024-07-29,SKU-BED-008,1197,0,21,479
2024-07-29,SKU-BED-009,775,0,21,646
2024-07-29,SKU-BED-010,630,0,14,252
2024-07-29,SKU-BED-011,2652,0,21,663
2024-07-29,SKU-BED-012,480,0,14,192
2024-07-29,SKU-BED-013,1622,0,28,649
2024-07-29,SKU-BED-014,121,324,14,405
2024-07-29,SKU-BED-015,777,0,21,311
2024-07-29,SKU-BED-016,432,0,14,360
2024-07-29,SKU-BED-017,33,90,7,113
2024-07-29,SKU-BED-018,1777,0,28,711
2024-07-29,SKU-BED-019,59,158,7,198
2024-07-29,SKU-BED-020,784,0,7,196
2024-07-29,SKU-BED-021,758,0,28,632
2024-07-29,SKU-BED-022,522,0,21,209
2024-07-29,SKU-BED-023,91,244,14,305
2024-07-29,SKU-BED-024,487,556,28,696
2024-07-29,SKU-BED-025,66,178,21,223
2024-07-29,SKU-BED-026,206,549,28,687
2024-07-29,SKU-BED-027,162,0,7,65
2024-07-29,SKU-BED-028,186,213,14,267
2024-07-29,SKU-BED-029,697,0,28,581
2024-07-29,SKU-BED-030,189,216,14,271
2024-07-29,SKU-BED-031,927,0,21,371
2024-07-29,SKU-BED-032,297,340,14,425
2024-07-29,SKU-BED-033,2240,0,28,560
2024-07-29,SKU-BED-034,79,212,21,266
2024-07-29,SKU-BED-035,222,0,14,185
2024-07-29,SKU-BED-036,315,360,21,451
2024-07-29,SKU-BED-037,120,137,7,172
2024-07-29,SKU-BED-038,1247,0,21,499
2024-07-29,SKU-BED-039,130,347,14,434
2024-07-29,SKU-BED-040,270,308,14,386
2024-07-29,SKU-FUR-041,98,112,7,141
2024-07-29,SKU-FUR-042,3224,0,28,806
2024-07-29,SKU-FUR-043,454,520,28,650
2024-07-29,SKU-FUR-044,163,187,14,234
2024-07-29,SKU-FUR-045,218,249,21,312
2024-07-29,SKU-FUR-046,154,176,7,220
2024-07-29,SKU-FUR-047,876,0,14,219
2024-07-29,SKU-FUR-048,692,0,14,277
2024-07-29,SKU-FUR-049,226,0,7,189
2024-07-29,SKU-FUR-050,443,507,28,634
2024-07-29,SKU-FUR-051,367,420,21,525
2024-07-29,SKU-FUR-052,476,0,7,119
2024-07-29,SKU-FUR-053,730,0,14,292
2024-07-29,SKU-FUR-054,564,0,28,470
2024-07-29,SKU-FUR-055,303,347,21,434
2024-07-29,SKU-FUR-056,85,97,7,122
2024-07-29,SKU-FUR-057,797,0,21,319
2024-07-29,SKU-FUR-058,307,351,28,439
2024-07-29,SKU-FUR-059,2608,0,28,652
2024-07-29,SKU-FUR-060,294,336,14,421
2024-07-29,SKU-FUR-061,328,375,21,469
2024-07-29,SKU-FUR-062,134,359,21,449
2024-07-29,SKU-FUR-063,456,0,28,380
2024-07-29,SKU-FUR-064,62,165,14,207
2024-07-29,SKU-FUR-065,471,0,21,393
2024-07-29,SKU-FUR-066,437,500,28,625
2024-07-29,SKU-FUR-067,372,0,21,310
2024-07-29,SKU-FUR-068,355,0,7,142
2024-07-29,SKU-FUR-069,2188,0,21,547
2024-07-29,SKU-FUR-070,690,0,14,276
2024-07-29,SKU-FUR-071,157,0,14,131
2024-07-29,SKU-FUR-072,78,89,7,112
2024-07-29,SKU-FUR-073,182,208,14,261
2024-07-29,SKU-FUR-074,257,0,7,103
2024-07-29,SKU-FUR-075,52,139,7,174
2024-07-29,SKU-FUR-076,622,0,14,249
2024-07-29,SKU-FUR-077,436,498,28,623
2024-07-29,SKU-FUR-078,1932,0,28,483
2024-07-29,SKU-FUR-079,3684,0,28,921
2024-07-29,SKU-FUR-080,559,0,21,466
2024-07-29,SKU-DEC-081,915,0,21,366
2024-07-29,SKU-DEC-082,194,222,14,278
2024-07-29,SKU-DEC-083,411,0,21,343
2024-07-29,SKU-DEC-084,30,80,7,101
2024-07-29,SKU-DEC-085,110,294,14,368
2024-07-29,SKU-DEC-086,69,185,14,232
2024-07-29,SKU-DEC-087,467,0,7,187
2024-07-29,SKU-DEC-088,1068,0,28,890
2024-07-29,SKU-DEC-089,500,572,28,715
2024-07-29,SKU-DEC-090,199,228,21,285
2024-07-29,SKU-DEC-091,1870,0,28,748
2024-07-29,SKU-DEC-092,305,349,28,437
2024-07-29,SKU-DEC-093,648,0,7,162
2024-07-29,SKU-DEC-094,133,152,7,190
2024-07-29,SKU-DEC-095,342,391,21,489
2024-07-29,SKU-DEC-096,2275,0,28,910
2024-07-29,SKU-DEC-097,243,648,28,811
2024-07-29,SKU-DEC-098,315,360,28,451
2024-07-29,SKU-DEC-099,111,296,21,370
2024-07-29,SKU-DEC-100,282,0,7,113
2024-07-29,SKU-DEC-101,508,581,28,727
2024-07-29,SKU-DEC-102,50,134,14,168
2024-07-29,SKU-DEC-103,705,0,28,282
2024-07-29,SKU-DEC-104,180,0,7,72
2024-07-29,SKU-DEC-105,78,89,7,112
2024-07-29,SKU-DEC-106,265,708,28,886
2024-07-29,SKU-DEC-107,408,0,14,340
2024-07-29,SKU-DEC-108,3028,0,28,757
2024-07-29,SKU-DEC-109,960,0,21,240
2024-07-29,SKU-DEC-110,1040,0,28,260
2024-07-29,SKU-DEC-111,531,0,28,443
2024-07-29,SKU-DEC-112,1075,0,21,430
2024-07-29,SKU-DEC-113,168,192,14,240
2024-07-29,SKU-DEC-114,202,540,21,675
2024-07-29,SKU-DEC-115,840,0,14,210
2024-07-29,SKU-DEC-116,581,664,28,831
2024-07-29,SKU-DEC-117,205,0,7,82
2024-07-29,SKU-DEC-118,206,236,28,295
2024-07-29,SKU-DEC-119,407,465,28,582
2024-07-29,SKU-DEC-120,111,127,7,159
2024-07-29,SKU-LIG-121,855,0,28,713
2024-07-29,SKU-LIG-122,211,0,14,176
2024-07-29,SKU-LIG-123,995,0,14,398
2024-07-29,SKU-LIG-124,1667,0,21,667
2024-07-29,SKU-LIG-125,370,0,28,309
2024-07-29,SKU-LIG-126,1672,0,28,418
2024-07-29,SKU-LIG-127,1880,0,21,470
2024-07-29,SKU-LIG-128,318,0,14,265
2024-07-29,SKU-LIG-129,195,0,7,163
2024-07-29,SKU-LIG-130,415,0,7,166
2024-07-29,SKU-LIG-131,694,0,21,579
2024-07-29,SKU-LIG-132,152,405,28,507
2024-07-29,SKU-LIG-133,537,0,7,215
2024-07-29,SKU-LIG-134,315,360,28,451
2024-07-29,SKU-LIG-135,776,0,28,647
2024-07-29,SKU-LIG-136,648,0,28,540
2024-07-29,SKU-LIG-137,190,507,28,634
2024-07-29,SKU-LIG-138,153,175,21,219
2024-07-29,SKU-LIG-139,896,0,7,224
2024-07-29,SKU-LIG-140,286,0,21,239
2024-07-29,SKU-LIG-141,229,0,7,191
2024-07-29,SKU-LIG-142,201,0,7,168
2024-07-29,SKU-LIG-143,1072,0,28,429
2024-07-29,SKU-LIG-144,91,0,7,76
2024-07-29,SKU-LIG-145,772,0,21,309
2024-07-29,SKU-LIG-146,620,0,7,155
2024-07-29,SKU-LIG-147,356,0,7,89
2024-07-29,SKU-LIG-148,657,0,14,263
2024-07-29,SKU-LIG-149,214,572,28,715
2024-07-29,SKU-LIG-150,1132,0,14,283
2024-07-29,SKU-LIG-151,81,218,28,273
2024-07-29,SKU-LIG-152,888,0,14,222
2024-07-29,SKU-LIG-153,231,264,21,331
2024-07-29,SKU-LIG-154,289,331,14,414
2024-07-29,SKU-LIG-155,22,59,7,74
2024-07-29,SKU-LIG-156,510,0,14,204
2024-07-29,SKU-LIG-157,128,0,7,107
2024-07-29,SKU-LIG-158,704,0,21,587
2024-07-29,SKU-LIG-159,194,0,7,162
2024-07-29,SKU-LIG-160,495,0,7,198
2024-07-29,SKU-SMA-161,345,0,21,288
2024-07-29,SKU-SMA-162,196,0,14,164
2024-07-29,SKU-SMA-163,362,0,21,302
2024-07-29,SKU-SMA-164,123,140,14,176
2024-07-29,SKU-SMA-165,1288,0,21,322
2024-07-29,SKU-SMA-166,1040,0,21,260
2024-07-29,SKU-SMA-167,584,0,14,146
2024-07-29,SKU-SMA-168,490,0,7,196
2024-07-29,SKU-SMA-169,194,0,7,162
2024-07-29,SKU-SMA-170,563,644,28,805
2024-07-29,SKU-SMA-171,65,173,7,217
2024-07-29,SKU-SMA-172,40,108,7,136
2024-07-29,SKU-SMA-173,1132,0,14,283
2024-07-29,SKU-SMA-174,547,0,28,456
2024-07-29,SKU-SMA-175,156,417,28,522
2024-07-29,SKU-SMA-176,32,86,7,108
2024-07-29,SKU-SMA-177,107,122,7,153
2024-07-29,SKU-SMA-178,122,327,21,409
2024-07-29,SKU-SMA-179,114,130,7,163
2024-07-29,SKU-SMA-180,1696,0,14,424
2024-07-29,SKU-SMA-181,2980,0,28,745
2024-07-29,SKU-SMA-182,1642,0,28,657
2024-07-29,SKU-SMA-183,20,53,7,67
2024-07-29,SKU-SMA-184,212,243,21,304
2024-07-29,SKU-SMA-185,633,0,21,528
2024-07-29,SKU-SMA-186,581,664,28,830
2024-07-29,SKU-SMA-187,145,387,21,484
2024-07-29,SKU-SMA-188,238,0,21,199
2024-07-29,SKU-SMA-189,2296,0,21,574
2024-07-29,SKU-SMA-190,481,0,14,401
2024-07-29,SKU-SMA-191,190,0,7,159
2024-07-29,SKU-SMA-192,401,458,21,573
2024-07-29,SKU-SMA-193,27,73,7,92
2024-07-29,SKU-SMA-194,600,0,7,150
2024-07-29,SKU-SMA-195,548,0,7,137
2024-07-29,SKU-SMA-196,130,0,7,109
2024-07-29,SKU-SMA-197,829,0,21,691
2024-07-29,SKU-SMA-198,1088,0,14,272
2024-07-29,SKU-SMA-199,239,639,28,799
2024-07-29,SKU-SMA-200,1083,0,28,903
2024-08-05,SKU-BED-001,268,0,7,224
2024-08-05,SKU-BED-002,54,146,7,183
2024-08-05,SKU-BED-003,270,309,14,387
2024-08-05,SKU-BED-004,81,216,21,271
2024-08-05,SKU-BED-005,575,0,14,230
2024-08-05,SKU-BED-006,336,384,21,480
2024-08-05,SKU-BED-007,65,175,7,219
2024-08-05,SKU-BED-008,2552,0,28,638
2024-08-05,SKU-BED-009,129,344,14,431
2024-08-05,SKU-BED-010,315,0,7,126
2024-08-05,SKU-BED-011,795,0,21,663
2024-08-05,SKU-BED-012,240,0,7,96
2024-08-05,SKU-BED-013,778,0,28,649
2024-08-05,SKU-BED-014,283,324,14,405
2024-08-05,SKU-BED-015,248,0,14,207
2024-08-05,SKU-BED-016,162,432,21,540
2024-08-05,SKU-BED-017,567,0,14,227
2024-08-05,SKU-BED-018,1420,0,14,355
2024-08-05,SKU-BED-019,1485,0,21,594
2024-08-05,SKU-BED-020,413,472,21,590
2024-08-05,SKU-BED-021,758,0,28,632
2024-08-05,SKU-BED-022,697,0,28,279
2024-08-05,SKU-BED-023,732,0,28,610
2024-08-05,SKU-BED-024,52,139,7,174
2024-08-05,SKU-BED-025,267,0,21,223
2024-08-05,SKU-BED-026,618,0,21,515
2024-08-05,SKU-BED-027,487,0,21,195
2024-08-05,SKU-BED-028,320,0,14,267
2024-08-05,SKU-BED-029,1090,0,21,436
2024-08-05,SKU-BED-030,325,0,14,271
2024-08-05,SKU-BED-031,307,0,7,123
2024-08-05,SKU-BED-032,595,680,28,851
2024-08-05,SKU-BED-033,168,0,7,140
2024-08-05,SKU-BED-034,61,70,7,88
2024-08-05,SKU-BED-035,740,0,14,185
2024-08-05,SKU-BED-036,600,0,7,150
2024-08-05,SKU-BED-037,2064,0,21,516
2024-08-05,SKU-BED-038,116,132,7,166
2024-08-05,SKU-BED-039,2172,0,28,869
2024-08-05,SKU-BED-040,694,0,21,579
2024-08-05,SKU-FUR-041,1128,0,14,282
2024-08-05,SKU-FUR-042,181,484,21,605
2024-08-05,SKU-FUR-043,113,129,7,162
2024-08-05,SKU-FUR-044,1170,0,28,468
2024-08-05,SKU-FUR-045,260,0,7,104
2024-08-05,SKU-FUR-046,550,0,7,220
2024-08-05,SKU-FUR-047,131,351,28,439
2024-08-05,SKU-FUR-048,1040,0,21,416
2024-08-05,SKU-FUR-049,472,0,7,189
2024-08-05,SKU-FUR-050,333,380,21,476
2024-08-05,SKU-FUR-051,157,420,21,525
2024-08-05,SKU-FUR-052,83,95,7,119
2024-08-05,SKU-FUR-053,102,116,7,146
2024-08-05,SKU-FUR-054,246,281,21,352
2024-08-05,SKU-FUR-055,43,115,7,144
2024-08-05,SKU-FUR-056,1960,0,28,490
2024-08-05,SKU-FUR-057,265,0,7,106
2024-08-05,SKU-FUR-058,65,175,14,219
2024-08-05,SKU-FUR-059,456,521,28,652
2024-08-05,SKU-FUR-060,525,0,7,210
2024-08-05,SKU-FUR-061,218,249,14,312
2024-08-05,SKU-FUR-062,718,0,28,599
2024-08-05,SKU-FUR-063,266,304,28,380
2024-08-05,SKU-FUR-064,1035,0,28,414
2024-08-05,SKU-FUR-065,91,104,7,131
2024-08-05,SKU-FUR-066,2500,0,28,625
2024-08-05,SKU-FUR-067,1240,0,21,310
2024-08-05,SKU-FUR-068,712,0,14,285
2024-08-05,SKU-FUR-069,255,292,14,365
2024-08-05,SKU-FUR-070,41,110,7,138
2024-08-05,SKU-FUR-071,78,0,7,65
2024-08-05,SKU-FUR-072,156,179,14,224
2024-08-05,SKU-FUR-073,39,104,7,130
2024-08-05,SKU-FUR-074,248,0,14,207
2024-08-05,SKU-FUR-075,52,139,7,174
2024-08-05,SKU-FUR-076,448,0,21,374
2024-08-05,SKU-FUR-077,186,498,28,623
2024-08-05,SKU-FUR-078,579,0,28,483
2024-08-05,SKU-FUR-079,3684,0,28,921
2024-08-05,SKU-FUR-080,620,0,7,155
2024-08-05,SKU-DEC-081,73,195,14,244
2024-08-05,SKU-DEC-082,166,0,7,139
2024-08-05,SKU-DEC-083,79,91,7,114
2024-08-05,SKU-DEC-084,121,324,28,406
2024-08-05,SKU-DEC-085,220,0,7,184
2024-08-05,SKU-DEC-086,324,371,28,464
2024-08-05,SKU-DEC-087,112,300,14,375
2024-08-05,SKU-DEC-088,555,0,7,222
2024-08-05,SKU-DEC-089,428,0,14,357
2024-08-05,SKU-DEC-090,114,0,7,95
2024-08-05,SKU-DEC-091,112,299,14,374
2024-08-05,SKU-DEC-092,131,349,28,437
2024-08-05,SKU-DEC-093,194,518,28,648
2024-08-05,SKU-DEC-094,686,0,21,572
2024-08-05,SKU-DEC-095,2612,0,28,653
2024-08-05,SKU-DEC-096,272,0,7,227
2024-08-05,SKU-DEC-097,1620,0,14,405
2024-08-05,SKU-DEC-098,67,180,14,225
2024-08-05,SKU-DEC-099,345,395,28,494
2024-08-05,SKU-DEC-100,102,272,21,341
2024-08-05,SKU-DEC-101,907,0,14,363
2024-08-05,SKU-DEC-102,235,269,28,337
2024-08-05,SKU-DEC-103,527,0,21,211
2024-08-05,SKU-DEC-104,345,0,28,288
2024-08-05,SKU-DEC-105,134,358,28,448
2024-08-05,SKU-DEC-106,1772,0,14,443
2024-08-05,SKU-DEC-107,357,408,21,510
2024-08-05,SKU-DEC-108,1892,0,28,757
2024-08-05,SKU-DEC-109,1280,0,28,320
2024-08-05,SKU-DEC-110,780,0,21,195
2024-08-05,SKU-DEC-111,132,0,7,110
2024-08-05,SKU-DEC-112,171,458,28,573
2024-08-05,SKU-DEC-113,168,192,14,240
2024-08-05,SKU-DEC-114,270,720,28,900
2024-08-05,SKU-DEC-115,420,0,7,105
2024-08-05,SKU-DEC-116,828,0,7,207
2024-08-05,SKU-DEC-117,656,0,14,164
2024-08-05,SKU-DEC-118,66,176,21,221
2024-08-05,SKU-DEC-119,1164,0,14,291
2024-08-05,SKU-DEC-120,1597,0,28,639
2024-08-05,SKU-LIG-121,160,427,21,534
2024-08-05,SKU-LIG-122,105,282,28,353
2024-08-05,SKU-LIG-123,139,159,7,199
2024-08-05,SKU-LIG-124,66,177,7,222
2024-08-05,SKU-LIG-125,308,0,7,77
2024-08-05,SKU-LIG-126,376,0,21,314
2024-08-05,SKU-LIG-127,1880,0,21,470
2024-08-05,SKU-LIG-128,158,0,7,132
2024-08-05,SKU-LIG-129,815,0,14,326
2024-08-05,SKU-LIG-130,664,0,7,166
2024-08-05,SKU-LIG-131,115,308,14,386
2024-08-05,SKU-LIG-132,37,100,7,126
2024-08-05,SKU-LIG-133,1724,0,14,431
2024-08-05,SKU-LIG-134,101,270,21,338
2024-08-05,SKU-LIG-135,387,0,14,323
2024-08-05,SKU-LIG-136,283,324,21,405
2024-08-05,SKU-LIG-137,1187,0,21,475
2024-08-05,SKU-LIG-138,350,0,28,292
2024-08-05,SKU-LIG-139,1792,0,14,448
2024-08-05,SKU-LIG-140,94,0,7,79
2024-08-05,SKU-LIG-141,401,458,21,573
2024-08-05,SKU-LIG-142,1260,0,21,504
2024-08-05,SKU-LIG-143,1288,0,21,322
2024-08-05,SKU-LIG-144,53,60,7,76
2024-08-05,SKU-LIG-145,123,0,7,103
2024-08-05,SKU-LIG-146,1555,0,28,622
2024-08-05,SKU-LIG-147,106,0,7,89
2024-08-05,SKU-LIG-148,657,0,14,263
2024-08-05,SKU-LIG-149,858,0,28,715
2024-08-05,SKU-LIG-150,169,0,7,141
2024-08-05,SKU-LIG-151,1092,0,28,273
2024-08-05,SKU-LIG-152,155,177,14,222
2024-08-05,SKU-LIG-153,440,0,7,110
2024-08-05,SKU-LIG-154,248,663,28,829
2024-08-05,SKU-LIG-155,178,0,14,149
2024-08-05,SKU-LIG-156,367,0,21,306
2024-08-05,SKU-LIG-157,96,257,21,322
2024-08-05,SKU-LIG-158,939,0,28,783
2024-08-05,SKU-LIG-159,48,129,7,162
2024-08-05,SKU-LIG-160,1584,0,14,396
2024-08-05,SKU-SMA-161,86,230,21,288
2024-08-05,SKU-SMA-162,984,0,21,246
2024-08-05,SKU-SMA-163,241,0,14,201
2024-08-05,SKU-SMA-164,79,211,21,264
2024-08-05,SKU-SMA-165,32,85,7,107
2024-08-05,SKU-SMA-166,1388,0,28,347
2024-08-05,SKU-SMA-167,876,0,21,219
2024-08-05,SKU-SMA-168,980,0,14,392
2024-08-05,SKU-SMA-169,455,520,28,651
2024-08-05,SKU-SMA-170,502,0,7,201
2024-08-05,SKU-SMA-171,457,522,21,653
2024-08-05,SKU-SMA-172,191,218,14,273
2024-08-05,SKU-SMA-173,339,0,14,283
2024-08-05,SKU-SMA-174,273,0,14,228
2024-08-05,SKU-SMA-175,2088,0,28,522
2024-08-05,SKU-SMA-176,228,260,21,326
2024-08-05,SKU-SMA-177,138,368,21,461
2024-08-05,SKU-SMA-178,682,0,14,273
2024-08-05,SKU-SMA-179,407,0,7,163
2024-08-05,SKU-SMA-180,148,169,7,212
2024-08-05,SKU-SMA-181,521,596,28,745
2024-08-05,SKU-SMA-182,49,131,7,164
2024-08-05,SKU-SMA-183,1076,0,28,269
2024-08-05,SKU-SMA-184,121,0,7,101
2024-08-05,SKU-SMA-185,211,0,7,176
2024-08-05,SKU-SMA-186,249,664,28,830
2024-08-05,SKU-SMA-187,338,387,21,484
2024-08-05,SKU-SMA-188,662,0,28,265
2024-08-05,SKU-SMA-189,535,612,28,765
2024-08-05,SKU-SMA-190,2408,0,21,602
2024-08-05,SKU-SMA-191,382,0,14,319
2024-08-05,SKU-SMA-192,458,0,14,382
2024-08-05,SKU-SMA-193,258,295,28,369
2024-08-05,SKU-SMA-194,375,0,7,150
2024-08-05,SKU-SMA-195,1027,0,21,411
2024-08-05,SKU-SMA-196,262,0,14,219
2024-08-05,SKU-SMA-197,322,368,14,460
2024-08-05,SKU-SMA-198,680,0,14,272
2024-08-05,SKU-SMA-199,958,0,28,799
2024-08-05,SKU-SMA-200,1083,0,28,903
2024-08-12,SKU-BED-001,1796,0,14,449
2024-08-12,SKU-BED-002,128,146,7,183
2024-08-12,SKU-BED-003,464,0,14,387
2024-08-12,SKU-BED-004,905,0,28,362
2024-08-12,SKU-BED-005,1844,0,28,461
2024-08-12,SKU-BED-006,1600,0,28,640
2024-08-12,SKU-BED-007,1051,0,28,876
2024-08-12,SKU-BED-008,111,127,7,159
2024-08-12,SKU-BED-009,860,0,7,215
2024-08-12,SKU-BED-010,176,201,14,252
2024-08-12,SKU-BED-011,2652,0,21,663
2024-08-12,SKU-BED-012,768,0,14,192
2024-08-12,SKU-BED-013,194,0,7,162
2024-08-12,SKU-BED-014,182,485,21,607
2024-08-12,SKU-BED-015,248,0,14,207
2024-08-12,SKU-BED-016,503,576,28,720
2024-08-12,SKU-BED-017,68,181,14,227
2024-08-12,SKU-BED-018,159,426,21,533
2024-08-12,SKU-BED-019,3172,0,28,793
2024-08-12,SKU-BED-020,944,0,28,787
2024-08-12,SKU-BED-021,1896,0,21,474
2024-08-12,SKU-BED-022,556,0,14,139
2024-08-12,SKU-BED-023,137,365,21,457
2024-08-12,SKU-BED-024,626,0,21,522
2024-08-12,SKU-BED-025,51,59,7,74
2024-08-12,SKU-BED-026,1717,0,28,687
2024-08-12,SKU-BED-027,325,0,14,130
2024-08-12,SKU-BED-028,2136,0,28,534
2024-08-12,SKU-BED-029,43,116,7,145
2024-08-12,SKU-BED-030,94,108,7,135
2024-08-12,SKU-BED-031,36,98,7,123
2024-08-12,SKU-BED-032,255,680,28,851
2024-08-12,SKU-BED-033,98,112,7,140
2024-08-12,SKU-BED-034,61,70,7,88
2024-08-12,SKU-BED-035,925,0,28,370
2024-08-12,SKU-BED-036,105,120,7,150
2024-08-12,SKU-BED-037,826,0,28,689
2024-08-12,SKU-BED-038,415,0,7,166
2024-08-12,SKU-BED-039,542,0,7,217
2024-08-12,SKU-BED-040,135,154,7,193
2024-08-12,SKU-FUR-041,42,112,7,141
2024-08-12,SKU-FUR-042,2015,0,28,806
2024-08-12,SKU-FUR-043,146,389,21,487
2024-08-12,SKU-FUR-044,877,0,21,351
2024-08-12,SKU-FUR-045,218,249,21,312
2024-08-12,SKU-FUR-046,308,352,14,440
2024-08-12,SKU-FUR-047,131,351,28,439
2024-08-12,SKU-FUR-048,193,221,14,277
2024-08-12,SKU-FUR-049,529,604,28,756
2024-08-12,SKU-FUR-050,2536,0,28,634
2024-08-12,SKU-FUR-051,1312,0,21,525
2024-08-12,SKU-FUR-052,956,0,14,239
2024-08-12,SKU-FUR-053,87,233,14,292
2024-08-12,SKU-FUR-054,282,0,14,235
2024-08-12,SKU-FUR-055,346,0,14,289
2024-08-12,SKU-FUR-056,36,97,7,122
2024-08-12,SKU-FUR-057,223,255,21,319
2024-08-12,SKU-FUR-058,1316,0,21,329
2024-08-12,SKU-FUR-059,1222,0,21,489
2024-08-12,SKU-FUR-060,252,0,7,210
2024-08-12,SKU-FUR-061,93,249,14,312
2024-08-12,SKU-FUR-062,1122,0,21,449
2024-08-12,SKU-FUR-063,1520,0,28,380
2024-08-12,SKU-FUR-064,1240,0,21,310
2024-08-12,SKU-FUR-065,91,104,7,131
2024-08-12,SKU-FUR-066,93,249,14,312
2024-08-12,SKU-FUR-067,289,330,28,413
2024-08-12,SKU-FUR-068,299,342,21,428
2024-08-12,SKU-FUR-069,876,0,28,730
2024-08-12,SKU-FUR-070,165,442,28,553
2024-08-12,SKU-FUR-071,91,104,14,131
2024-08-12,SKU-FUR-072,538,0,28,449
2024-08-12,SKU-FUR-073,274,313,21,392
2024-08-12,SKU-FUR-074,123,0,7,103
2024-08-12,SKU-FUR-075,435,0,7,174
2024-08-12,SKU-FUR-076,935,0,21,374
2024-08-12,SKU-FUR-077,186,0,7,155
2024-08-12,SKU-FUR-078,434,0,21,362
2024-08-12,SKU-FUR-079,829,0,21,691
2024-08-12,SKU-FUR-080,1552,0,28,621
2024-08-12,SKU-DEC-081,585,0,28,488
2024-08-12,SKU-DEC-082,389,444,28,556
2024-08-12,SKU-DEC-083,79,91,7,114
2024-08-12,SKU-DEC-084,243,0,14,203
2024-08-12,SKU-DEC-085,460,0,7,184
2024-08-12,SKU-DEC-086,81,92,7,116
2024-08-12,SKU-DEC-087,112,300,14,375
2024-08-12,SKU-DEC-088,133,356,14,445
2024-08-12,SKU-DEC-089,124,142,7,178
2024-08-12,SKU-DEC-090,1140,0,21,285
2024-08-12,SKU-DEC-091,224,598,28,748
2024-08-12,SKU-DEC-092,1312,0,21,328
2024-08-12,SKU-DEC-093,453,518,28,648
2024-08-12,SKU-DEC-094,2288,0,21,572
2024-08-12,SKU-DEC-095,97,260,14,326
2024-08-12,SKU-DEC-096,567,0,7,227
2024-08-12,SKU-DEC-097,1620,0,14,405
2024-08-12,SKU-DEC-098,280,0,7,112
2024-08-12,SKU-DEC-099,259,296,21,370
2024-08-12,SKU-DEC-100,409,0,21,341
2024-08-12,SKU-DEC-101,1362,0,21,545
2024-08-12,SKU-DEC-102,672,0,14,168
2024-08-12,SKU-DEC-103,844,0,21,211
2024-08-12,SKU-DEC-104,151,172,21,216
2024-08-12,SKU-DEC-105,280,0,7,112
2024-08-12,SKU-DEC-106,620,708,28,886
2024-08-12,SKU-DEC-107,2040,0,21,510
2024-08-12,SKU-DEC-108,227,605,28,757
2024-08-12,SKU-DEC-109,192,0,14,160
2024-08-12,SKU-DEC-110,1040,0,28,260
2024-08-12,SKU-DEC-111,132,0,7,110
2024-08-12,SKU-DEC-112,1144,0,14,286
2024-08-12,SKU-DEC-113,336,384,28,480
2024-08-12,SKU-DEC-114,270,0,7,225
2024-08-12,SKU-DEC-115,221,252,21,316
2024-08-12,SKU-DEC-116,186,498,21,623
2024-08-12,SKU-DEC-117,410,0,14,164
2024-08-12,SKU-DEC-118,88,236,28,295
2024-08-12,SKU-DEC-119,727,0,14,291
2024-08-12,SKU-DEC-120,191,511,28,639
2024-08-12,SKU-LIG-121,445,0,7,178
2024-08-12,SKU-LIG-122,220,0,7,88
2024-08-12,SKU-LIG-123,239,637,28,797
2024-08-12,SKU-LIG-124,1110,0,14,444
2024-08-12,SKU-LIG-125,616,0,14,154
2024-08-12,SKU-LIG-126,72,83,7,104
2024-08-12,SKU-LIG-127,188,501,28,627
